method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
BORDA,synthetic-0.2,0.6,0.2,1.386289780208865,0.14293330967859103,0.0,1.386289780208865,0.0,0.22666666666666666,0.41,0.5766666666666667,0.7,0.7766666666666666,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}",{'grp_1': 20}
EPIRA,synthetic-0.2,0.6,0.2,0.6779474862123206,0.14293330967859103,0.0625,0.2767936753975348,0.2767936753975348,0.003333333333333333,0.12,0.23,0.4133333333333333,0.58,"['51', '27', '76', '0', '1', '50', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 16, 'grp_2': 1, 'grp_3': 2, 'grp_4': 1}"
RAPF,synthetic-0.2,0.6,0.2,0.3593304053797728,0.14293330967859103,0.0,0.3620163366935592,0.07464598977461813,0.09133333333333335,0.13733333333333336,0.22466666666666665,0.2643333333333333,0.3173333333333333,"['58', '3', '28', '5', '30', '4', '72', '26', '27', '18', '7', '39', '60', '47', '22', '0', '31', '10', '53', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,0.6,0.2,0.05411530096707346,0.14293330967859103,0.5,0.9516920033586475,0.9516920033586475,0.22666666666666666,0.41,0.5766666666666667,0.7,0.7033333333333333,"['0', '1', '5', '2', '4', '3', '6', '7', '27', '25', '28', '26', '51', '50', '52', '53', '76', '77', '79', '81']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 8, 'grp_2': 4, 'grp_3': 4, 'grp_4': 4}"
PREFAIR,synthetic-0.2,0.6,0.2,0.0,0.14293330967859103,1.0,0.0,0.0,0.11666666666666668,0.11666666666666668,0.22666666666666666,0.22666666666666666,0.31,"['0', '54', '49', '93', '1', '51', '47', '80', '4', '74', '45', '77', '3', '55', '46', '83', '7', '58', '41', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.2,0.8,0.2,0.698152538670387,0.0,0.0,1.0000994762985673,0.36568612160998354,0.2,0.3525,0.475,0.5675,0.57,"['0', '1', '4', '3', '7', '6', '2', '42', '37', '30', '38', '34', '32', '31', '29', '27', '26', '25', '24', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 9, 'grp_2': 11}"
MC4,synthetic-0.2,0.8,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.17,0.2925,0.3325,0.4325,0.6225,"['2', '4', '13', '1', '14', '18', '7', '8', '0', '5', '3', '15', '10', '19', '12', '20', '37', '11', '23', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
BORDA,synthetic-0.2,0.8,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.2,0.3775,0.53,0.6525,0.735,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.2,0.8,0.2,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.0075,0.0075,0.2075,"['75', '50', '51', '76', '27', '25', '52', '77', '0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-0.2,0.8,0.2,0.12693015238348931,0.0,0.18571428571428575,0.10675230209369986,0.10675230209369986,0.07774999999999999,0.09624999999999999,0.13899999999999998,0.20949999999999996,0.25050000000000006,"['76', '58', '3', '28', '72', '5', '30', '4', '26', '18', '60', '97', '27', '53', '7', '39', '22', '65', '47', '0']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 5, 'grp_4': 2}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,0.8,0.2,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.2,0.3775,0.4575,0.47,0.47,"['0', '1', '5', '2', '4', '27', '25', '28', '26', '29', '50', '51', '52', '53', '54', '75', '76', '77', '79', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.2,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.105,0.105,0.2,0.2,0.2775,"['0', '51', '49', '77', '1', '50', '47', '79', '4', '74', '45', '76', '3', '72', '46', '98', '7', '71', '41', '93']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.2,1.0,0.2,0.698152538670387,0.0,0.0,1.0000994762985673,0.36568612160998354,0.176,0.32,0.44,0.522,0.524,"['0', '1', '4', '3', '7', '6', '2', '42', '37', '30', '38', '34', '32', '31', '29', '27', '26', '25', '24', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 9, 'grp_2': 11}"
MC4,synthetic-0.2,1.0,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.154,0.264,0.30399999999999994,0.414,0.59,"['2', '4', '13', '1', '14', '18', '7', '8', '0', '5', '3', '15', '10', '19', '12', '20', '37', '11', '23', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
BORDA,synthetic-0.2,1.0,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.176,0.3399999999999999,0.484,0.604,0.7040000000000001,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.2,1.0,0.2,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.01,0.01,0.18599999999999997,"['76', '50', '51', '75', '27', '25', '52', '77', '0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.06399999999999999,0.08139999999999999,0.1032,0.1516,0.17579999999999998,"['76', '58', '3', '28', '97', '72', '5', '30', '82', '60', '4', '26', '18', '84', '53', '27', '79', '7', '65', '39']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.176,0.3399999999999999,0.4159999999999999,0.42999999999999994,0.43399999999999994,"['0', '1', '5', '2', '4', '27', '25', '28', '26', '29', '50', '51', '52', '53', '54', '76', '75', '77', '79', '80']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.09399999999999999,0.09399999999999999,0.176,0.176,0.24799999999999997,"['0', '51', '49', '77', '1', '50', '47', '79', '4', '74', '45', '76', '3', '72', '46', '98', '7', '71', '41', '95']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.2,0.4,1.386289780208865,0.8324330930562479,0.0,1.386289780208865,0.0,0.52,0.82,0.82,0.82,0.83,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '9', '16', '11', '5', '8', '10', '7', '6', '4']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.4,0.2,0.4,1.1877759439701006,0.8324330930562479,0.0,1.3602437569378854,0.6663006443246384,0.34,0.67,0.67,0.74,0.97,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.2,0.4,1.386289780208865,0.8324330930562479,0.0,1.386289780208865,0.0,0.52,0.82,0.93,0.97,0.98,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '17', '16', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.2,0.4,1.1877759439701006,0.8324330930562479,0.0,1.0061084751711105,0.26508653624317874,0.32,0.68,0.89,0.96,0.97,"['25', '0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '17', '16', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
RAPF,synthetic-0.4,0.2,0.4,1.3267356293372354,0.8324330930562478,0.0,1.3784759732275709,0.2041548001949681,0.389,0.674,0.777,0.905,0.9259999999999999,"['1', '2', '3', '10', '5', '13', '0', '7', '11', '4', '12', '8', '6', '16', '15', '9', '17', '14', '23', '24']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.2,0.4,0.7132796822975537,0.8324330930562479,0.0,1.2158482971024975,0.539025385549347,0.52,0.82,0.93,0.97,0.98,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '25', '26', '36', '29', '28', '27', '32', '30']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 12, 'grp_2': 8}"
PREFAIR,synthetic-0.4,0.2,0.4,0.0,0.8324330930562479,1.0,0.0,0.0,0.32,0.32,0.52,0.52,0.68,"['0', '77', '63', '39', '1', '86', '53', '36', '2', '91', '56', '32', '3', '79', '64', '30', '18', '81', '55', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.4,0.4,1.386289780208865,0.5567814284352103,0.0,1.386289780208865,0.0,0.385,0.68,0.68,0.68,0.69,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '9', '16', '11', '5', '8', '10', '7', '6', '4']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.4,0.4,0.4,1.1877759439701006,0.5567814284352103,0.0,1.3602437569378854,0.6663006443246384,0.32,0.56,0.575,0.68,0.94,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.4,0.4,1.386289780208865,0.5567814284352103,0.0,1.386289780208865,0.0,0.385,0.68,0.845,0.925,0.95,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.4,0.4,0.8681064446943033,0.5567814284352103,0.0,0.6803053097284287,0.3774628915582253,0.205,0.385,0.54,0.785,0.89,"['25', '0', '26', '1', '2', '53', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 17, 'grp_2': 2, 'grp_3': 1}"
RAPF,synthetic-0.4,0.4,0.4,0.7362882026607346,0.5567814284352102,0.0,0.7464003968501556,0.19343195241772373,0.30599999999999994,0.4149999999999999,0.5525,0.626,0.7729999999999999,"['1', '2', '25', '3', '10', '31', '5', '36', '13', '0', '26', '7', '11', '29', '4', '28', '12', '8', '32', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 12, 'grp_2': 8}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.4,0.4,0.7472608613465455,0.5567814284352103,0.0,1.3024459413769063,1.005902859999692,0.385,0.68,0.845,0.925,0.95,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '25', '26', '53', '51']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 16, 'grp_2': 2, 'grp_3': 2}"
PREFAIR,synthetic-0.4,0.4,0.4,0.0,0.5567814284352103,1.0,0.0,0.0,0.205,0.205,0.385,0.385,0.54,"['0', '42', '55', '95', '1', '37', '53', '92', '2', '35', '71', '85', '3', '34', '57', '90', '18', '39', '51', '94']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.6,0.4,1.386289780208865,0.29291815507120844,0.0,1.386289780208865,0.0,0.2866666666666667,0.55,0.5533333333333333,0.56,0.57,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '9', '16', '11', '5', '8', '10', '7', '6', '4']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.4,0.6,0.4,1.1877759439701006,0.29291815507120844,0.0,1.3602437569378854,0.6663006443246384,0.26,0.45,0.51,0.6566666666666666,0.8966666666666667,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.6,0.4,1.386289780208865,0.29291815507120844,0.0,1.386289780208865,0.0,0.2866666666666667,0.55,0.7400000000000001,0.8366666666666667,0.9133333333333334,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.6,0.4,0.6557046937182424,0.29291815507120844,0.0,0.5395993704639604,0.25420333863989103,0.0,0.0,0.15,0.42666666666666664,0.6499999999999999,"['50', '25', '26', '51', '27', '0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 15, 'grp_2': 3, 'grp_3': 2}"
RAPF,synthetic-0.4,0.6,0.4,0.37588008885566426,0.29291815507120844,0.0,0.41053082839191796,0.1688611263826319,0.12633333333333335,0.23766666666666664,0.35966666666666663,0.389,0.48566666666666664,"['1', '57', '25', '31', '2', '3', '36', '10', '52', '26', '5', '29', '13', '28', '0', '50', '32', '7', '27', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 9, 'grp_2': 8, 'grp_3': 3}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.6,0.4,0.2902255450194747,0.29291815507120844,0.0,0.9030551123746949,0.645486618156711,0.2866666666666667,0.55,0.7400000000000001,0.7966666666666667,0.7966666666666667,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '31', '30', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.4,0.6,0.4,0.0,0.29291815507120844,1.0,0.0,0.0,0.15,0.15,0.2866666666666667,0.2866666666666667,0.42666666666666664,"['0', '42', '65', '90', '1', '37', '59', '92', '2', '35', '53', '85', '3', '34', '58', '77', '18', '39', '64', '81']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.8,0.4,1.386289780208865,0.012117884444973297,0.0,1.386289780208865,0.0,0.235,0.465,0.4675,0.485,0.4975,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '9', '16', '11', '5', '8', '10', '7', '6', '4']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}",{'grp_1': 20}
MC4,synthetic-0.4,0.8,0.4,1.1877759439701006,0.012117884444973297,0.0,1.3602437569378854,0.6663006443246384,0.23,0.42,0.4875,0.65,0.8625,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.8,0.4,1.386289780208865,0.012117884444973297,0.0,1.386289780208865,0.0,0.235,0.465,0.65,0.795,0.8925,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.8,0.4,0.38736268895865417,0.012117884444973297,0.07692307692307693,0.2551432249138594,0.2551432249138594,0.0,0.0,0.0,0.12,0.35,"['75', '50', '51', '25', '52', '26', '27', '0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 13, 'grp_2': 3, 'grp_3': 3, 'grp_4': 1}"
RAPF,synthetic-0.4,0.8,0.4,0.13926363649536905,0.012117884444973298,0.1619047619047619,0.197086375504744,0.197086375504744,0.062,0.18775,0.21425,0.27275,0.33325,"['1', '25', '57', '2', '52', '31', '36', '50', '3', '10', '26', '84', '29', '58', '5', '51', '13', '28', '56', '0']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.8,0.4,0.0,0.012117884444973297,1.0,0.703885550281976,0.703885550281976,0.235,0.465,0.5625,0.5625,0.5625,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '78', '77', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.4,0.8,0.4,0.0,0.012117884444973297,1.0,0.0,0.0,0.12,0.12,0.235,0.235,0.35,"['0', '42', '65', '95', '1', '37', '59', '85', '2', '35', '53', '82', '3', '34', '58', '84', '18', '39', '64', '83']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,1.0,0.4,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19199999999999995,0.3819999999999999,0.38599999999999995,0.42399999999999993,0.44599999999999995,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '9', '16', '11', '5', '8', '10', '7', '6', '4']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
MC4,synthetic-0.4,1.0,0.4,1.1877759439701006,0.0,0.0,1.3602437569378854,0.6663006443246384,0.18799999999999997,0.3619999999999999,0.452,0.6140000000000001,0.8,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,1.0,0.4,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19199999999999995,0.3819999999999999,0.556,0.7100000000000002,0.828,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.4,1.0,0.4,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.0,0.0,0.19199999999999995,"['75', '50', '51', '76', '25', '26', '52', '77', '0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.05299999999999999,0.09019999999999997,0.15439999999999998,0.18299999999999994,0.23079999999999998,"['1', '84', '57', '25', '77', '52', '31', '2', '79', '50', '36', '3', '10', '76', '58', '26', '78', '51', '5', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19199999999999995,0.3819999999999999,0.47200000000000003,0.47200000000000003,0.47200000000000003,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
