method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
EPIRA,synthetic-0.2,0.6,0.2,1.386289780208865,0.14293330967859103,0.0,1.386289780208865,0.0,0.22666666666666666,0.41,0.5766666666666667,0.7,0.7766666666666666,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}",{'grp_1': 20}
RAPF,synthetic-0.2,0.6,0.2,0.36315450739614796,0.14293330967859103,0.0,0.38825464544140853,0.09024573335380916,0.098,0.15633333333333332,0.20833333333333331,0.27066666666666667,0.35899999999999993,"['58', '3', '28', '5', '30', '4', '72', '26', '27', '18', '7', '39', '60', '47', '22', '0', '31', '10', '53', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,0.6,0.2,0.05411530096707346,0.14293330967859103,0.5,0.9516920033586475,0.9516920033586475,0.22666666666666666,0.41,0.5766666666666667,0.7,0.7033333333333333,"['0', '1', '5', '2', '4', '3', '6', '7', '27', '25', '28', '26', '51', '50', '52', '53', '76', '77', '79', '81']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 8, 'grp_2': 4, 'grp_3': 4, 'grp_4': 4}"
PREFAIR,synthetic-0.2,0.6,0.2,0.0,0.14293330967859103,1.0,0.0,0.0,0.11666666666666668,0.11666666666666668,0.22666666666666666,0.23666666666666664,0.32,"['0', '93', '54', '25', '1', '85', '51', '28', '4', '80', '61', '29', '3', '78', '52', '33', '7', '75', '50', '38']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 4}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.2,0.8,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.2,0.3525,0.475,0.595,0.6325,"['0', '1', '4', '3', '7', '6', '2', '12', '13', '15', '16', '17', '18', '20', '21', '23', '24', '28', '29', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.2,0.8,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.17,0.2925,0.3325,0.4325,0.6225,"['2', '4', '13', '1', '14', '18', '7', '8', '0', '5', '3', '15', '10', '19', '12', '20', '37', '11', '23', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
BORDA,synthetic-0.2,0.8,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.2,0.3775,0.53,0.6525,0.735,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.2,0.8,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.2,0.3775,0.53,0.6525,0.735,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-0.2,0.8,0.2,0.09316612103040221,0.0,0.2619047619047619,0.10980130238541183,0.10980130238541183,0.059750000000000004,0.11174999999999999,0.155,0.20600000000000002,0.23149999999999998,"['26', '6', '50', '34', '7', '51', '3', '57', '29', '10', '83', '33', '0', '53', '56', '28', '2', '25', '91', '52']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 6, 'grp_2': 6, 'grp_3': 6, 'grp_4': 2}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,0.8,0.2,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.2,0.3775,0.4575,0.47,0.47,"['0', '1', '5', '2', '4', '27', '25', '28', '26', '29', '50', '51', '52', '53', '54', '75', '76', '77', '79', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.2,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.105,0.11,0.205,0.2125,0.29,"['0', '79', '51', '25', '1', '78', '50', '28', '4', '77', '61', '29', '3', '76', '53', '33', '7', '75', '52', '38']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.2,1.0,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.176,0.32,0.44,0.56,0.6000000000000001,"['0', '1', '4', '3', '7', '6', '2', '12', '13', '15', '16', '17', '18', '20', '21', '23', '24', '28', '29', '9']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.2,1.0,0.2,1.0612082778324712,0.0,0.0,1.3436374364917416,0.6582483096444607,0.154,0.264,0.30399999999999994,0.414,0.59,"['2', '4', '13', '1', '14', '18', '7', '8', '0', '5', '3', '15', '10', '19', '12', '20', '37', '11', '23', '29']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
BORDA,synthetic-0.2,1.0,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.176,0.3399999999999999,0.484,0.604,0.7040000000000001,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.2,1.0,0.2,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.176,0.3399999999999999,0.484,0.604,0.7040000000000001,"['0', '1', '5', '2', '4', '3', '6', '7', '8', '9', '11', '12', '10', '13', '14', '17', '16', '20', '15', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0488,0.06500000000000002,0.10319999999999999,0.13720000000000002,0.17740000000000003,"['90', '6', '51', '36', '8', '75', '53', '27', '86', '61', '35', '2', '81', '55', '5', '39', '24', '25', '78', '52']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.176,0.3399999999999999,0.4159999999999999,0.42999999999999994,0.43399999999999994,"['0', '1', '5', '2', '4', '27', '25', '28', '26', '29', '50', '51', '52', '53', '54', '76', '75', '77', '79', '80']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.2,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.09399999999999999,0.09999999999999998,0.182,0.19,0.262,"['0', '80', '51', '25', '1', '79', '50', '28', '4', '77', '61', '29', '3', '76', '53', '33', '7', '75', '52', '38']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.2,0.4,0.8239561800019998,0.8324330930562479,0.0,1.18172818679025,0.526605338104936,0.52,0.82,0.82,0.82,0.83,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '36', '11', '25', '26', '27', '28', '4', '5', '8']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 15, 'grp_2': 5}"
MC4,synthetic-0.4,0.2,0.4,1.1877759439701006,0.8324330930562479,0.0,1.3602437569378854,0.6663006443246384,0.34,0.67,0.67,0.74,0.97,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.2,0.4,1.386289780208865,0.8324330930562479,0.0,1.386289780208865,0.0,0.52,0.82,0.93,0.97,0.98,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '17', '16', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.2,0.4,1.386289780208865,0.8324330930562479,0.0,1.386289780208865,0.0,0.52,0.82,0.93,0.97,0.98,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '17', '16', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.4,0.2,0.4,1.3664383965849882,0.8324330930562478,0.0,1.3836851778817667,0.06805160006498936,0.37,0.6010000000000001,0.74,0.8869999999999999,0.908,"['0', '4', '1', '2', '5', '3', '7', '8', '17', '9', '6', '12', '10', '14', '11', '15', '21', '16', '19', '24']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.2,0.4,0.7132796822975537,0.8324330930562479,0.0,1.2158482971024975,0.539025385549347,0.52,0.82,0.93,0.97,0.98,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '25', '26', '36', '29', '28', '27', '32', '30']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 12, 'grp_2': 8}"
PREFAIR,synthetic-0.4,0.2,0.4,0.0,0.8324330930562479,1.0,0.0,0.0,0.32,0.32,0.52,0.52,0.68,"['0', '77', '63', '27', '1', '93', '53', '28', '2', '86', '56', '29', '3', '91', '71', '35', '18', '85', '55', '46']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 8, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.4,0.4,0.6402600652431741,0.5567814284352103,0.0,1.126203288045713,0.8416579215633254,0.385,0.68,0.68,0.68,0.69,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '37', '32', '53', '49', '46', '43', '21', '4', '5']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 14, 'grp_2': 5, 'grp_3': 1}"
MC4,synthetic-0.4,0.4,0.4,1.1877759439701006,0.5567814284352103,0.0,1.3602437569378854,0.6663006443246384,0.32,0.56,0.575,0.68,0.94,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.4,0.4,1.386289780208865,0.5567814284352103,0.0,1.386289780208865,0.0,0.385,0.68,0.845,0.925,0.95,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.4,0.4,1.386289780208865,0.5567814284352103,0.0,1.386289780208865,0.0,0.385,0.68,0.845,0.925,0.95,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.4,0.4,0.4,0.7388447049233102,0.5567814284352102,0.0,0.7541615635190404,0.13689874230000626,0.259,0.4415,0.5599999999999999,0.6709999999999999,0.784,"['28', '3', '4', '1', '6', '25', '0', '27', '31', '2', '8', '7', '10', '29', '5', '26', '9', '14', '32', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.4,0.4,0.7472608613465455,0.5567814284352103,0.0,1.3024459413769063,1.005902859999692,0.385,0.68,0.845,0.925,0.95,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '25', '26', '53', '51']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 16, 'grp_2': 2, 'grp_3': 2}"
PREFAIR,synthetic-0.4,0.4,0.4,0.0,0.5567814284352103,1.0,0.0,0.0,0.205,0.205,0.385,0.385,0.54,"['0', '42', '53', '83', '1', '37', '71', '86', '2', '35', '63', '87', '3', '34', '55', '90', '18', '49', '57', '93']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 2, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.6,0.4,0.5844742244149397,0.29291815507120844,0.0,1.1110049248478675,0.8267680959633227,0.2866666666666667,0.55,0.5533333333333333,0.56,0.57,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '37', '32', '53', '50', '48', '46', '21', '4', '5']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 14, 'grp_2': 4, 'grp_3': 2}"
MC4,synthetic-0.4,0.6,0.4,1.1877759439701006,0.29291815507120844,0.0,1.3602437569378854,0.6663006443246384,0.26,0.45,0.51,0.6566666666666666,0.8966666666666667,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.6,0.4,1.386289780208865,0.29291815507120844,0.0,1.386289780208865,0.0,0.2866666666666667,0.55,0.7400000000000001,0.8366666666666667,0.9133333333333334,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.6,0.4,1.386289780208865,0.29291815507120844,0.0,1.386289780208865,0.0,0.2866666666666667,0.55,0.7400000000000001,0.8366666666666667,0.9133333333333334,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.4,0.6,0.4,0.3714293491340937,0.29291815507120844,0.0,0.4001768097502998,0.14096011145754242,0.1,0.2513333333333333,0.3513333333333334,0.4253333333333333,0.5043333333333333,"['0', '51', '27', '36', '2', '29', '4', '1', '53', '30', '3', '25', '54', '8', '26', '7', '34', '28', '5', '52']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.6,0.4,0.2902255450194747,0.29291815507120844,0.0,0.9030551123746949,0.645486618156711,0.2866666666666667,0.55,0.7400000000000001,0.7966666666666667,0.7966666666666667,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '31', '30', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.4,0.6,0.4,0.0,0.29291815507120844,1.0,0.0,0.0,0.15,0.15,0.2866666666666667,0.2866666666666667,0.42666666666666664,"['0', '42', '59', '75', '1', '37', '55', '78', '2', '35', '53', '80', '3', '34', '51', '85', '18', '48', '50', '93']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 20, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,0.8,0.4,0.5844742244149397,0.012117884444973297,0.0,1.1110049248478675,0.8267680959633227,0.235,0.465,0.4675,0.485,0.4975,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '37', '32', '53', '50', '48', '46', '21', '4', '5']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 14, 'grp_2': 4, 'grp_3': 2}"
MC4,synthetic-0.4,0.8,0.4,1.1877759439701006,0.012117884444973297,0.0,1.3602437569378854,0.6663006443246384,0.23,0.42,0.4875,0.65,0.8625,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,0.8,0.4,1.386289780208865,0.012117884444973297,0.0,1.386289780208865,0.0,0.235,0.465,0.65,0.795,0.8925,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}",{'grp_1': 20}
EPIRA,synthetic-0.4,0.8,0.4,1.386289780208865,0.012117884444973297,0.0,1.386289780208865,0.0,0.235,0.465,0.65,0.795,0.8925,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}",{'grp_1': 20}
RAPF,synthetic-0.4,0.8,0.4,0.1244184486062998,0.012117884444973298,0.20000000000000004,0.23453316350955103,0.23453316350955103,0.046,0.17224999999999996,0.21825,0.31649999999999995,0.33999999999999997,"['2', '50', '28', '0', '26', '51', '1', '76', '56', '27', '29', '5', '25', '52', '4', '77', '54', '9', '53', '32']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 6, 'grp_2': 6, 'grp_3': 6, 'grp_4': 2}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,0.8,0.4,0.0,0.012117884444973297,1.0,0.703885550281976,0.703885550281976,0.235,0.465,0.5625,0.5625,0.5625,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '78', '77', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.4,0.8,0.4,0.0,0.012117884444973297,1.0,0.0,0.0,0.12,0.12,0.235,0.235,0.35,"['0', '42', '59', '79', '1', '37', '55', '81', '2', '35', '53', '82', '3', '34', '51', '83', '18', '48', '50', '84']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 17}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.4,1.0,0.4,0.5844742244149397,0.0,0.0,1.1110049248478675,0.8267680959633227,0.19199999999999995,0.3819999999999999,0.38599999999999995,0.42399999999999993,0.44599999999999995,"['0', '1', '2', '3', '18', '22', '13', '12', '17', '14', '15', '37', '32', '53', '50', '48', '46', '21', '4', '5']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 14, 'grp_2': 4, 'grp_3': 2}"
MC4,synthetic-0.4,1.0,0.4,1.1877759439701006,0.0,0.0,1.3602437569378854,0.6663006443246384,0.18799999999999997,0.3619999999999999,0.452,0.6140000000000001,0.8,"['1', '3', '7', '0', '9', '11', '5', '6', '2', '4', '8', '13', '12', '16', '14', '17', '26', '15', '20', '23']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 19, 'grp_2': 1}"
BORDA,synthetic-0.4,1.0,0.4,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19199999999999995,0.3819999999999999,0.556,0.7100000000000002,0.828,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.4,1.0,0.4,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19199999999999995,0.3819999999999999,0.556,0.7100000000000002,0.828,"['0', '1', '2', '3', '4', '5', '6', '7', '9', '8', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.07679999999999998,0.09539999999999997,0.14219999999999997,0.18759999999999993,0.2386,"['1', '77', '53', '33', '0', '76', '55', '28', '81', '7', '52', '26', '2', '75', '54', '25', '79', '50', '3', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19199999999999995,0.3819999999999999,0.47200000000000003,0.47200000000000003,0.47200000000000003,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.09799999999999998,0.09799999999999998,0.19199999999999995,0.19199999999999995,0.28800000000000003,"['0', '42', '59', '75', '1', '37', '55', '78', '2', '35', '53', '80', '3', '34', '51', '81', '18', '48', '50', '83']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.2,0.6,1.1877759439701006,1.1222391722277965,0.0,1.3602437569378854,0.6805160006498937,0.63,0.92,0.93,0.94,0.94,"['0', '1', '3', '2', '13', '9', '7', '22', '18', '15', '5', '20', '8', '11', '23', '24', '19', '21', '26', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
